time,realization,lat,lon,experimentVersionNumber,sro
1989-01-01 06:00:00,0,50.75,15.75,0001,0.1449585
1989-02-01 06:00:00,0,50.75,15.75,0001,0.10871887
1989-03-01 06:00:00,0,50.75,15.75,0001,0.19836426
1989-04-01 06:00:00,0,50.75,15.75,0001,0.30994415
1989-05-01 06:00:00,0,50.75,15.75,0001,0.22315979
1989-06-01 06:00:00,0,50.75,15.75,0001,0.61893463
1989-07-01 06:00:00,0,50.75,15.75,0001,0.42152405
1989-08-01 06:00:00,0,50.75,15.75,0001,0.5912781
1989-09-01 06:00:00,0,50.75,15.75,0001,0.44250488
1989-10-01 06:00:00,0,50.75,15.75,0001,0.22029877
1989-11-01 06:00:00,0,50.75,15.75,0001,0.3142357
1989-12-01 06:00:00,0,50.75,15.75,0001,0.5016327
1990-01-01 06:00:00,0,50.75,15.75,0001,0.13065338
1990-02-01 06:00:00,0,50.75,15.75,0001,0.1745224
1990-03-01 06:00:00,0,50.75,15.75,0001,0.34713745
1990-04-01 06:00:00,0,50.75,15.75,0001,0.26798248
1990-05-01 06:00:00,0,50.75,15.75,0001,0.27942657
1990-06-01 06:00:00,0,50.75,15.75,0001,0.6713867
1990-07-01 06:00:00,0,50.75,15.75,0001,0.14305115
1990-08-01 06:00:00,0,50.75,15.75,0001,0.2632141
1990-09-01 06:00:00,0,50.75,15.75,0001,0.40245056
1990-10-01 06:00:00,0,50.75,15.75,0001,0.16880035
1990-11-01 06:00:00,0,50.75,15.75,0001,0.34618378
1990-12-01 06:00:00,0,50.75,15.75,0001,0.09441376
1991-01-01 06:00:00,0,50.75,15.75,0001,0.37956238
1991-02-01 06:00:00,0,50.75,15.75,0001,0.102996826
1991-03-01 06:00:00,0,50.75,15.75,0001,0.25749207
1991-04-01 06:00:00,0,50.75,15.75,0001,0.33950806
1991-05-01 06:00:00,0,50.75,15.75,0001,0.4682541
1991-06-01 06:00:00,0,50.75,15.75,0001,0.8659363
1991-07-01 06:00:00,0,50.75,15.75,0001,0.2708435
1991-08-01 06:00:00,0,50.75,15.75,0001,0.20217896
1991-09-01 06:00:00,0,50.75,15.75,0001,0.14209747
1991-10-01 06:00:00,0,50.75,15.75,0001,0.12207031
1991-11-01 06:00:00,0,50.75,15.75,0001,0.2040863
1991-12-01 06:00:00,0,50.75,15.75,0001,0.13017654
1992-01-01 06:00:00,0,50.75,15.75,0001,0.18024445
1992-02-01 06:00:00,0,50.75,15.75,0001,0.48732758
1992-03-01 06:00:00,0,50.75,15.75,0001,0.7953644
1992-04-01 06:00:00,0,50.75,15.75,0001,0.32234192
1992-05-01 06:00:00,0,50.75,15.75,0001,0.22792816
1992-06-01 06:00:00,0,50.75,15.75,0001,0.4196167
1992-07-01 06:00:00,0,50.75,15.75,0001,0.541687
1992-08-01 06:00:00,0,50.75,15.75,0001,0.12302399
1992-09-01 06:00:00,0,50.75,15.75,0001,0.12302399
1992-10-01 06:00:00,0,50.75,15.75,0001,0.32043457
1992-11-01 06:00:00,0,50.75,15.75,0001,0.40626526
1992-12-01 06:00:00,0,50.75,15.75,0001,0.10967255
1993-01-01 06:00:00,0,50.75,15.75,0001,0.5788803
1993-02-01 06:00:00,0,50.75,15.75,0001,0.01335144
1993-03-01 06:00:00,0,50.75,15.75,0001,1.0080338
1993-04-01 06:00:00,0,50.75,15.75,0001,0.35858154
1993-05-01 06:00:00,0,50.75,15.75,0001,0.2002716
1993-06-01 06:00:00,0,50.75,15.75,0001,0.34236908
1993-07-01 06:00:00,0,50.75,15.75,0001,0.74481964
1993-08-01 06:00:00,0,50.75,15.75,0001,0.3633499
1993-09-01 06:00:00,0,50.75,15.75,0001,0.42057037
1993-10-01 06:00:00,0,50.75,15.75,0001,0.16403198
1993-11-01 06:00:00,0,50.75,15.75,0001,0.104904175
1993-12-01 06:00:00,0,50.75,15.75,0001,0.49877167
1994-01-01 06:00:00,0,50.75,15.75,0001,0.27751923
1994-02-01 06:00:00,0,50.75,15.75,0001,0.09346008
1994-03-01 06:00:00,0,50.75,15.75,0001,2.4690628
1994-04-01 06:00:00,0,50.75,15.75,0001,2.6025772
1994-05-01 06:00:00,0,50.75,15.75,0001,0.3643036
1994-06-01 06:00:00,0,50.75,15.75,0001,0.11444092
1994-07-01 06:00:00,0,50.75,15.75,0001,0.2593994
1994-08-01 06:00:00,0,50.75,15.75,0001,0.55885315
1994-09-01 06:00:00,0,50.75,15.75,0001,0.2565384
1994-10-01 06:00:00,0,50.75,15.75,0001,0.11253357
1994-11-01 06:00:00,0,50.75,15.75,0001,0.22983551
1994-12-01 06:00:00,0,50.75,15.75,0001,0.58460236
1995-01-01 06:00:00,0,50.75,15.75,0001,0.27179718
1995-02-01 06:00:00,0,50.75,15.75,0001,0.76675415
1995-03-01 06:00:00,0,50.75,15.75,0001,0.33283234
1995-04-01 06:00:00,0,50.75,15.75,0001,3.9844513
1995-05-01 06:00:00,0,50.75,15.75,0001,0.44441223
1995-06-01 06:00:00,0,50.75,15.75,0001,1.3465881
1995-07-01 06:00:00,0,50.75,15.75,0001,0.48065186
1995-08-01 06:00:00,0,50.75,15.75,0001,0.24604797
1995-09-01 06:00:00,0,50.75,15.75,0001,0.7724762
1995-10-01 06:00:00,0,50.75,15.75,0001,0.05531311
1995-11-01 06:00:00,0,50.75,15.75,0001,0.3414154
1995-12-01 06:00:00,0,50.75,15.75,0001,0.10585785
1996-01-01 06:00:00,0,50.75,15.75,0001,0.017166138
1996-02-01 06:00:00,0,50.75,15.75,0001,0.0019073486
1996-03-01 06:00:00,0,50.75,15.75,0001,0.11730194
1996-04-01 06:00:00,0,50.75,15.75,0001,1.4686584
1996-05-01 06:00:00,0,50.75,15.75,0001,0.78105927
1996-06-01 06:00:00,0,50.75,15.75,0001,0.32806396
1996-07-01 06:00:00,0,50.75,15.75,0001,0.8993149
1996-08-01 06:00:00,0,50.75,15.75,0001,0.66947937
1996-09-01 06:00:00,0,50.75,15.75,0001,0.45204163
1996-10-01 06:00:00,0,50.75,15.75,0001,0.2670288
1996-11-01 06:00:00,0,50.75,15.75,0001,0.1296997
1996-12-01 06:00:00,0,50.75,15.75,0001,0.0047683716
1997-01-01 06:00:00,0,50.75,15.75,0001,0.0047683716
1997-02-01 06:00:00,0,50.75,15.75,0001,0.75149536
1997-03-01 06:00:00,0,50.75,15.75,0001,1.0213852
1997-04-01 06:00:00,0,50.75,15.75,0001,0.4787445
1997-05-01 06:00:00,0,50.75,15.75,0001,0.32424927
1997-06-01 06:00:00,0,50.75,15.75,0001,0.38528442
1997-07-01 06:00:00,0,50.75,15.75,0001,2.090454
1997-08-01 06:00:00,0,50.75,15.75,0001,0.23651123
1997-09-01 06:00:00,0,50.75,15.75,0001,0.11444092
1997-10-01 06:00:00,0,50.75,15.75,0001,0.2527237
1997-11-01 06:00:00,0,50.75,15.75,0001,0.1821518
1997-12-01 06:00:00,0,50.75,15.75,0001,0.32424927
1998-01-01 06:00:00,0,50.75,15.75,0001,0.50735474
1998-02-01 06:00:00,0,50.75,15.75,0001,0.5607605
1998-03-01 06:00:00,0,50.75,15.75,0001,0.68473816
1998-04-01 06:00:00,0,50.75,15.75,0001,0.32424927
1998-05-01 06:00:00,0,50.75,15.75,0001,0.16593933
1998-06-01 06:00:00,0,50.75,15.75,0001,0.76675415
1998-07-01 06:00:00,0,50.75,15.75,0001,0.75912476
1998-08-01 06:00:00,0,50.75,15.75,0001,0.33187866
1998-09-01 06:00:00,0,50.75,15.75,0001,0.78582764
1998-10-01 06:00:00,0,50.75,15.75,0001,0.6561279
