time,realization,lat,lon,experimentVersionNumber,t2m
2018-07-01,0,50.75,15.75,0001,289.97644
2018-08-01,0,50.75,15.75,0001,291.00305
2018-09-01,0,50.75,15.75,0001,285.88123
2018-10-01,0,50.75,15.75,0001,281.22534
2018-11-01,0,50.75,15.75,0001,275.54102
2018-12-01,0,50.75,15.75,0001,272.34778
2019-01-01,0,50.75,15.75,0001,268.97607
2019-02-01,0,50.75,15.75,0001,273.38513
2019-03-01,0,50.75,15.75,0001,275.77173
2019-04-01,0,50.75,15.75,0001,280.08752
2019-05-01,0,50.75,15.75,0001,281.8285
2019-06-01,0,50.75,15.75,0001,291.60754
2019-07-01,0,50.75,15.75,0001,289.04712
2019-08-01,0,50.75,15.75,0001,289.98328
2019-09-01,0,50.75,15.75,0001,284.5531
2019-10-01,0,50.75,15.75,0001,281.26355
2019-11-01,0,50.75,15.75,0001,276.9674
2019-12-01,0,50.75,15.75,0001,273.02502
2020-01-01,0,50.75,15.75,0001,271.28308
2020-02-01,0,50.75,15.75,0001,274.06067
2020-03-01,0,50.75,15.75,0001,274.06885
2020-04-01,0,50.75,15.75,0001,280.03235
2020-05-01,0,50.75,15.75,0001,281.8047
2020-06-01,0,50.75,15.75,0001,287.56738
2020-07-01,0,50.75,15.75,0001,288.52075
2020-08-01,0,50.75,15.75,0001,290.1183
2020-09-01,0,50.75,15.75,0001,285.6919
2020-10-01,0,50.75,15.75,0001,280.84094
2020-11-01,0,50.75,15.75,0001,275.8285
2020-12-01,0,50.75,15.75,0001,273.00024
2021-01-01,0,50.75,15.75,0001,269.78442
2021-02-01,0,50.75,15.75,0001,270.03137
2021-03-01,0,50.75,15.75,0001,273.6609
2021-04-01,0,50.75,15.75,0001,275.90027
2021-05-01,0,50.75,15.75,0001,281.72693
2021-06-01,0,50.75,15.75,0001,289.9298
2021-07-01,0,50.75,15.75,0001,290.02588
2021-08-01,0,50.75,15.75,0001,287.31165
2021-09-01,0,50.75,15.75,0001,285.95776
2021-10-01,0,50.75,15.75,0001,279.84424
2021-11-01,0,50.75,15.75,0001,275.364
2021-12-01,0,50.75,15.75,0001,270.76624
