time,realization,lat,lon,experimentVersionNumber,t2m
1993-08-01,0,51.0,18.0,0001,290.52087
1993-09-01,0,51.0,18.0,0001,286.34387
1993-10-01,0,51.0,18.0,0001,282.05103
1993-11-01,0,51.0,18.0,0001,273.15552
1993-12-01,0,51.0,18.0,0001,275.6261
1994-01-01,0,51.0,18.0,0001,275.97058
1994-02-01,0,51.0,18.0,0001,272.02222
1994-03-01,0,51.0,18.0,0001,278.59436
1994-04-01,0,51.0,18.0,0001,282.24158
1994-05-01,0,51.0,18.0,0001,286.29065
1994-06-01,0,51.0,18.0,0001,290.05774
1994-07-01,0,51.0,18.0,0001,295.57434
1994-08-01,0,51.0,18.0,0001,292.10498
1994-09-01,0,51.0,18.0,0001,288.17224
1994-10-01,0,51.0,18.0,0001,280.21533
1994-11-01,0,51.0,18.0,0001,277.77625
1994-12-01,0,51.0,18.0,0001,274.94946
1995-01-01,0,51.0,18.0,0001,272.1239
1995-02-01,0,51.0,18.0,0001,277.12488
1995-03-01,0,51.0,18.0,0001,276.35657
1995-04-01,0,51.0,18.0,0001,281.7837
1995-05-01,0,51.0,18.0,0001,286.1974
1995-06-01,0,51.0,18.0,0001,289.66357
1995-07-01,0,51.0,18.0,0001,294.69458
1995-08-01,0,51.0,18.0,0001,292.26978
1995-09-01,0,51.0,18.0,0001,286.52222
1995-10-01,0,51.0,18.0,0001,284.3838
1995-11-01,0,51.0,18.0,0001,274.14746
1995-12-01,0,51.0,18.0,0001,269.63464
1996-01-01,0,51.0,18.0,0001,268.58093
1996-02-01,0,51.0,18.0,0001,268.703
1996-03-01,0,51.0,18.0,0001,272.6394
1996-04-01,0,51.0,18.0,0001,281.70874
1996-05-01,0,51.0,18.0,0001,287.2273
1996-06-01,0,51.0,18.0,0001,290.3921
1996-07-01,0,51.0,18.0,0001,289.70422
1996-08-01,0,51.0,18.0,0001,291.5952
1996-09-01,0,51.0,18.0,0001,283.9629
1996-10-01,0,51.0,18.0,0001,283.09778
1996-11-01,0,51.0,18.0,0001,279.3689
1996-12-01,0,51.0,18.0,0001,268.73474
1997-01-01,0,51.0,18.0,0001,269.13123
1997-02-01,0,51.0,18.0,0001,275.9076
1997-03-01,0,51.0,18.0,0001,277.16296
1997-04-01,0,51.0,18.0,0001,278.7102
1997-05-01,0,51.0,18.0,0001,287.20935
1997-06-01,0,51.0,18.0,0001,290.609
1997-07-01,0,51.0,18.0,0001,290.80237
1997-08-01,0,51.0,18.0,0001,292.3258
1997-09-01,0,51.0,18.0,0001,286.87402
1997-10-01,0,51.0,18.0,0001,279.87292
1997-11-01,0,51.0,18.0,0001,276.82678
1997-12-01,0,51.0,18.0,0001,274.43262
1998-01-01,0,51.0,18.0,0001,274.52905
1998-02-01,0,51.0,18.0,0001,277.4619
1998-03-01,0,51.0,18.0,0001,276.27747
1998-04-01,0,51.0,18.0,0001,283.96655
1998-05-01,0,51.0,18.0,0001,288.21362
1998-06-01,0,51.0,18.0,0001,291.27917
1998-07-01,0,51.0,18.0,0001,291.35925
1998-08-01,0,51.0,18.0,0001,290.8811
1998-09-01,0,51.0,18.0,0001,287.0807
1998-10-01,0,51.0,18.0,0001,281.79456
1998-11-01,0,51.0,18.0,0001,273.10144
1998-12-01,0,51.0,18.0,0001,271.93384
1999-01-01,0,51.0,18.0,0001,274.07336
1999-02-01,0,51.0,18.0,0001,272.13928
1999-03-01,0,51.0,18.0,0001,278.55518
1999-04-01,0,51.0,18.0,0001,283.0421
1999-05-01,0,51.0,18.0,0001,287.47498
1999-06-01,0,51.0,18.0,0001,289.8872
1999-07-01,0,51.0,18.0,0001,293.4027
1999-08-01,0,51.0,18.0,0001,291.43225
1999-09-01,0,51.0,18.0,0001,290.4182
1999-10-01,0,51.0,18.0,0001,282.35156
1999-11-01,0,51.0,18.0,0001,275.4602
1999-12-01,0,51.0,18.0,0001,274.32385
2000-01-01,0,51.0,18.0,0001,272.0724
2000-02-01,0,51.0,18.0,0001,276.448
2000-03-01,0,51.0,18.0,0001,277.62158
2000-04-01,0,51.0,18.0,0001,285.59534
2000-05-01,0,51.0,18.0,0001,288.82996
2000-06-01,0,51.0,18.0,0001,290.99207
2000-07-01,0,51.0,18.0,0001,289.69287
2000-08-01,0,51.0,18.0,0001,291.99866
2000-09-01,0,51.0,18.0,0001,286.17322
2000-10-01,0,51.0,18.0,0001,286.09412
2000-11-01,0,51.0,18.0,0001,280.73547
2000-12-01,0,51.0,18.0,0001,275.38232
2001-01-01,0,51.0,18.0,0001,273.4585
2001-02-01,0,51.0,18.0,0001,274.1161
2001-03-01,0,51.0,18.0,0001,276.44165
2001-04-01,0,51.0,18.0,0001,281.07007
2001-05-01,0,51.0,18.0,0001,288.162
2001-06-01,0,51.0,18.0,0001,288.1289
2001-07-01,0,51.0,18.0,0001,292.59534
2001-08-01,0,51.0,18.0,0001,292.64392
2001-09-01,0,51.0,18.0,0001,285.42065
2001-10-01,0,51.0,18.0,0001,285.4347
2001-11-01,0,51.0,18.0,0001,276.0265
2001-12-01,0,51.0,18.0,0001,270.5564
2002-01-01,0,51.0,18.0,0001,272.9502
2002-02-01,0,51.0,18.0,0001,277.6416
2002-03-01,0,51.0,18.0,0001,278.55542
2002-04-01,0,51.0,18.0,0001,282.18616
2002-05-01,0,51.0,18.0,0001,290.73962
2002-06-01,0,51.0,18.0,0001,291.41113
2002-07-01,0,51.0,18.0,0001,293.88074
2002-08-01,0,51.0,18.0,0001,294.4319
2002-09-01,0,51.0,18.0,0001,286.8678
2002-10-01,0,51.0,18.0,0001,281.04248
2002-11-01,0,51.0,18.0,0001,278.80676
2002-12-01,0,51.0,18.0,0001,269.42383
2003-01-01,0,51.0,18.0,0001,271.26526
2003-02-01,0,51.0,18.0,0001,270.0702
2003-03-01,0,51.0,18.0,0001,276.57617
2003-04-01,0,51.0,18.0,0001,281.44873
2003-05-01,0,51.0,18.0,0001,289.4983
2003-06-01,0,51.0,18.0,0001,293.14758
2003-07-01,0,51.0,18.0,0001,293.03906
2003-08-01,0,51.0,18.0,0001,293.57935
2003-09-01,0,51.0,18.0,0001,287.93237
2003-10-01,0,51.0,18.0,0001,279.04224
2003-11-01,0,51.0,18.0,0001,279.26697
2003-12-01,0,51.0,18.0,0001,274.57275
2004-01-01,0,51.0,18.0,0001,269.51575
2004-02-01,0,51.0,18.0,0001,274.14844
2004-03-01,0,51.0,18.0,0001,277.23425
2004-04-01,0,51.0,18.0,0001,282.87634
2004-05-01,0,51.0,18.0,0001,285.96045
2004-06-01,0,51.0,18.0,0001,290.06726
2004-07-01,0,51.0,18.0,0001,291.92725
2004-08-01,0,51.0,18.0,0001,293.13977
2004-09-01,0,51.0,18.0,0001,287.67432
2004-10-01,0,51.0,18.0,0001,284.11316
2004-11-01,0,51.0,18.0,0001,277.6194
2004-12-01,0,51.0,18.0,0001,274.35352
2005-01-01,0,51.0,18.0,0001,274.2561
2005-02-01,0,51.0,18.0,0001,270.1007
2005-03-01,0,51.0,18.0,0001,274.26758
2005-04-01,0,51.0,18.0,0001,282.92188
2005-05-01,0,51.0,18.0,0001,287.33264
2005-06-01,0,51.0,18.0,0001,290.49365
2005-07-01,0,51.0,18.0,0001,293.43323
2005-08-01,0,51.0,18.0,0001,290.87634
2005-09-01,0,51.0,18.0,0001,288.9032
2005-10-01,0,51.0,18.0,0001,283.62012
2005-11-01,0,51.0,18.0,0001,276.23108
2005-12-01,0,51.0,18.0,0001,273.31335
2006-01-01,0,51.0,18.0,0001,266.43774
2006-02-01,0,51.0,18.0,0001,270.62732
2006-03-01,0,51.0,18.0,0001,273.15527
2006-04-01,0,51.0,18.0,0001,282.7046
2006-05-01,0,51.0,18.0,0001,287.11328
2006-06-01,0,51.0,18.0,0001,291.7965
2006-07-01,0,51.0,18.0,0001,297.0498
2006-08-01,0,51.0,18.0,0001,290.35437
2006-09-01,0,51.0,18.0,0001,289.9264
2006-10-01,0,51.0,18.0,0001,284.6809
2006-11-01,0,51.0,18.0,0001,279.78235
2006-12-01,0,51.0,18.0,0001,277.08386
2007-01-01,0,51.0,18.0,0001,277.16833
2007-02-01,0,51.0,18.0,0001,275.3169
2007-03-01,0,51.0,18.0,0001,279.5979
2007-04-01,0,51.0,18.0,0001,283.7556
2007-05-01,0,51.0,18.0,0001,289.062
2007-06-01,0,51.0,18.0,0001,292.28174
2007-07-01,0,51.0,18.0,0001,292.51245
2007-08-01,0,51.0,18.0,0001,292.12964
2007-09-01,0,51.0,18.0,0001,286.0985
2007-10-01,0,51.0,18.0,0001,281.49854
2007-11-01,0,51.0,18.0,0001,275.63013
2007-12-01,0,51.0,18.0,0001,273.2389
2008-01-01,0,51.0,18.0,0001,275.67688
2008-02-01,0,51.0,18.0,0001,276.75122
2008-03-01,0,51.0,18.0,0001,277.43066
2008-04-01,0,51.0,18.0,0001,282.0415
2008-05-01,0,51.0,18.0,0001,287.2328
2008-06-01,0,51.0,18.0,0001,292.01013
2008-07-01,0,51.0,18.0,0001,292.8589
2008-08-01,0,51.0,18.0,0001,292.0194
2008-09-01,0,51.0,18.0,0001,286.54004
2008-10-01,0,51.0,18.0,0001,283.1327
2008-11-01,0,51.0,18.0,0001,279.39502
2008-12-01,0,51.0,18.0,0001,275.1405
2009-01-01,0,51.0,18.0,0001,270.1864
2009-02-01,0,51.0,18.0,0001,272.75317
2009-03-01,0,51.0,18.0,0001,276.96313
2009-04-01,0,51.0,18.0,0001,285.69556
2009-05-01,0,51.0,18.0,0001,287.4281
2009-06-01,0,51.0,18.0,0001,289.0094
2009-07-01,0,51.0,18.0,0001,292.67017
2009-08-01,0,51.0,18.0,0001,292.75342
2009-09-01,0,51.0,18.0,0001,289.14917
2009-10-01,0,51.0,18.0,0001,280.7334
2009-11-01,0,51.0,18.0,0001,279.57678
2009-12-01,0,51.0,18.0,0001,272.7345
2010-01-01,0,51.0,18.0,0001,266.98242
2010-02-01,0,51.0,18.0,0001,272.06055
2010-03-01,0,51.0,18.0,0001,277.1283
2010-04-01,0,51.0,18.0,0001,282.34314
2010-05-01,0,51.0,18.0,0001,285.66443
2010-06-01,0,51.0,18.0,0001,290.75366
2010-07-01,0,51.0,18.0,0001,294.6317
2010-08-01,0,51.0,18.0,0001,292.24292
2010-09-01,0,51.0,18.0,0001,285.80408
2010-10-01,0,51.0,18.0,0001,279.94128
2010-11-01,0,51.0,18.0,0001,279.36536
2010-12-01,0,51.0,18.0,0001,267.80176
2011-01-01,0,51.0,18.0,0001,273.30188
2011-02-01,0,51.0,18.0,0001,271.03845
2011-03-01,0,51.0,18.0,0001,277.5421
2011-04-01,0,51.0,18.0,0001,284.6018
2011-05-01,0,51.0,18.0,0001,287.84827
2011-06-01,0,51.0,18.0,0001,292.15247
2011-07-01,0,51.0,18.0,0001,290.9392
2011-08-01,0,51.0,18.0,0001,292.54175
2011-09-01,0,51.0,18.0,0001,288.90686
2011-10-01,0,51.0,18.0,0001,282.61768
2011-11-01,0,51.0,18.0,0001,276.8911
2011-12-01,0,51.0,18.0,0001,276.05737
2012-01-01,0,51.0,18.0,0001,273.0569
2012-02-01,0,51.0,18.0,0001,268.32544
2012-03-01,0,51.0,18.0,0001,278.91748
2012-04-01,0,51.0,18.0,0001,283.10022
2012-05-01,0,51.0,18.0,0001,289.25305
2012-06-01,0,51.0,18.0,0001,290.51135
2012-07-01,0,51.0,18.0,0001,293.66833
2012-08-01,0,51.0,18.0,0001,292.9911
2012-09-01,0,51.0,18.0,0001,287.89294
2012-10-01,0,51.0,18.0,0001,281.9807
2012-11-01,0,51.0,18.0,0001,279.5647
2012-12-01,0,51.0,18.0,0001,271.87646
2013-01-01,0,51.0,18.0,0001,270.8081
2013-02-01,0,51.0,18.0,0001,273.2024
2013-03-01,0,51.0,18.0,0001,272.43677
2013-04-01,0,51.0,18.0,0001,281.89478
2013-05-01,0,51.0,18.0,0001,287.38318
2013-06-01,0,51.0,18.0,0001,290.5083
2013-07-01,0,51.0,18.0,0001,293.75952
2013-08-01,0,51.0,18.0,0001,292.9171
2013-09-01,0,51.0,18.0,0001,285.92126
2013-10-01,0,51.0,18.0,0001,284.037
2013-11-01,0,51.0,18.0,0001,278.73352
2013-12-01,0,51.0,18.0,0001,275.865
2014-01-01,0,51.0,18.0,0001,273.56628
2014-02-01,0,51.0,18.0,0001,277.50232
2014-03-01,0,51.0,18.0,0001,280.41846
2014-04-01,0,51.0,18.0,0001,284.12256
2014-05-01,0,51.0,18.0,0001,286.8977
2014-06-01,0,51.0,18.0,0001,290.0442
2014-07-01,0,51.0,18.0,0001,294.56262
2014-08-01,0,51.0,18.0,0001,291.0625
2014-09-01,0,51.0,18.0,0001,288.73157
2014-10-01,0,51.0,18.0,0001,284.15295
2014-11-01,0,51.0,18.0,0001,279.995
2014-12-01,0,51.0,18.0,0001,275.01172
2015-01-01,0,51.0,18.0,0001,275.21008
2015-02-01,0,51.0,18.0,0001,274.76428
2015-03-01,0,51.0,18.0,0001,278.5957
2015-04-01,0,51.0,18.0,0001,282.1095
2015-05-01,0,51.0,18.0,0001,287.0752
2015-06-01,0,51.0,18.0,0001,290.66785
2015-07-01,0,51.0,18.0,0001,294.21777
2015-08-01,0,51.0,18.0,0001,296.73987
2015-09-01,0,51.0,18.0,0001,288.46948
2015-10-01,0,51.0,18.0,0001,281.75684
2015-11-01,0,51.0,18.0,0001,279.35852
2015-12-01,0,51.0,18.0,0001,278.45557
2016-01-01,0,51.0,18.0,0001,271.938
2016-02-01,0,51.0,18.0,0001,277.31384
2016-03-01,0,51.0,18.0,0001,277.6919
2016-04-01,0,51.0,18.0,0001,282.1936
2016-05-01,0,51.0,18.0,0001,288.3777
2016-06-01,0,51.0,18.0,0001,292.38782
2016-07-01,0,51.0,18.0,0001,292.6952
2016-08-01,0,51.0,18.0,0001,291.6942
2016-09-01,0,51.0,18.0,0001,290.16345
2016-10-01,0,51.0,18.0,0001,281.3806
2016-11-01,0,51.0,18.0,0001,277.06763
2016-12-01,0,51.0,18.0,0001,274.1941
2017-01-01,0,51.0,18.0,0001,268.86804
2017-02-01,0,51.0,18.0,0001,273.47363
2017-03-01,0,51.0,18.0,0001,279.91248
2017-04-01,0,51.0,18.0,0001,280.9259
2017-05-01,0,51.0,18.0,0001,287.4945
2017-06-01,0,51.0,18.0,0001,291.90332
2017-07-01,0,51.0,18.0,0001,292.22058
2017-08-01,0,51.0,18.0,0001,293.2976
2017-09-01,0,51.0,18.0,0001,286.62085
2017-10-01,0,51.0,18.0,0001,283.62622
2017-11-01,0,51.0,18.0,0001,278.29614
2017-12-01,0,51.0,18.0,0001,275.88
2018-01-01,0,51.0,18.0,0001,275.2804
2018-02-01,0,51.0,18.0,0001,270.60608
2018-03-01,0,51.0,18.0,0001,274.40515
2018-04-01,0,51.0,18.0,0001,287.43506
2018-05-01,0,51.0,18.0,0001,290.79297
2018-06-01,0,51.0,18.0,0001,292.20264
2018-07-01,0,51.0,18.0,0001,293.72253
2018-08-01,0,51.0,18.0,0001,295.02844
2018-09-01,0,51.0,18.0,0001,289.4867
2018-10-01,0,51.0,18.0,0001,284.64722
2018-11-01,0,51.0,18.0,0001,278.79688
2018-12-01,0,51.0,18.0,0001,275.46106
2019-01-01,0,51.0,18.0,0001,272.33154
2019-02-01,0,51.0,18.0,0001,276.1781
2019-03-01,0,51.0,18.0,0001,279.73853
2019-04-01,0,51.0,18.0,0001,284.11096
2019-05-01,0,51.0,18.0,0001,285.5863
2019-06-01,0,51.0,18.0,0001,296.338
2019-07-01,0,51.0,18.0,0001,293.0647
2019-08-01,0,51.0,18.0,0001,294.161
2019-09-01,0,51.0,18.0,0001,287.92224
2019-10-01,0,51.0,18.0,0001,284.12878
2019-11-01,0,51.0,18.0,0001,280.5553
2019-12-01,0,51.0,18.0,0001,276.73206
2020-01-01,0,51.0,18.0,0001,275.02527
2020-02-01,0,51.0,18.0,0001,277.8966
2020-03-01,0,51.0,18.0,0001,278.3755
2020-04-01,0,51.0,18.0,0001,283.6808
2020-05-01,0,51.0,18.0,0001,284.93164
2020-06-01,0,51.0,18.0,0001,291.27637
2020-07-01,0,51.0,18.0,0001,292.0598
2020-08-01,0,51.0,18.0,0001,294.13196
2020-09-01,0,51.0,18.0,0001,288.79346
2020-10-01,0,51.0,18.0,0001,283.89563
2020-11-01,0,51.0,18.0,0001,278.90662
2020-12-01,0,51.0,18.0,0001,275.64868
2021-01-01,0,51.0,18.0,0001,272.55786
2021-02-01,0,51.0,18.0,0001,272.06848
2021-03-01,0,51.0,18.0,0001,277.09253
2021-04-01,0,51.0,18.0,0001,279.6444
2021-05-01,0,51.0,18.0,0001,285.63904
2021-06-01,0,51.0,18.0,0001,293.9005
2021-07-01,0,51.0,18.0,0001,294.18994
2021-08-01,0,51.0,18.0,0001,290.63
2021-09-01,0,51.0,18.0,0001,288.27612
2021-10-01,0,51.0,18.0,0001,283.2251
2021-11-01,0,51.0,18.0,0001,278.40308
2021-12-01,0,51.0,18.0,0001,273.3053
