time,realization,lat,lon,experimentVersionNumber,sro
1989-01-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1989-02-01 06:00:00,0,51.0,18.0,0001,0.005722046
1989-03-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1989-04-01 06:00:00,0,51.0,18.0,0001,0.011444092
1989-05-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1989-06-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1989-07-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1989-08-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1989-09-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1989-10-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1989-11-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1989-12-01 06:00:00,0,51.0,18.0,0001,0.0104904175
1990-01-01 06:00:00,0,51.0,18.0,0001,0.005722046
1990-02-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1990-03-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1990-04-01 06:00:00,0,51.0,18.0,0001,0.01335144
1990-05-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1990-06-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1990-07-01 06:00:00,0,51.0,18.0,0001,0.005722046
1990-08-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1990-09-01 06:00:00,0,51.0,18.0,0001,0.011444092
1990-10-01 06:00:00,0,51.0,18.0,0001,0.002861023
1990-11-01 06:00:00,0,51.0,18.0,0001,0.012874603
1990-12-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1991-01-01 06:00:00,0,51.0,18.0,0001,0.005722046
1991-02-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1991-03-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1991-04-01 06:00:00,0,51.0,18.0,0001,0.011444092
1991-05-01 06:00:00,0,51.0,18.0,0001,0.015258789
1991-06-01 06:00:00,0,51.0,18.0,0001,0.017166138
1991-07-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1991-08-01 06:00:00,0,51.0,18.0,0001,0.009536743
1991-09-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1991-10-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1991-11-01 06:00:00,0,51.0,18.0,0001,0.014305115
1991-12-01 06:00:00,0,51.0,18.0,0001,0.013828278
1992-01-01 06:00:00,0,51.0,18.0,0001,0.0104904175
1992-02-01 06:00:00,0,51.0,18.0,0001,0.012397766
1992-03-01 06:00:00,0,51.0,18.0,0001,0.024795532
1992-04-01 06:00:00,0,51.0,18.0,0001,0.011444092
1992-05-01 06:00:00,0,51.0,18.0,0001,0.005722046
1992-06-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1992-07-01 06:00:00,0,51.0,18.0,0001,0.009536743
1992-08-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1992-09-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1992-10-01 06:00:00,0,51.0,18.0,0001,0.009536743
1992-11-01 06:00:00,0,51.0,18.0,0001,0.0104904175
1992-12-01 06:00:00,0,51.0,18.0,0001,0.014305115
1993-01-01 06:00:00,0,51.0,18.0,0001,0.015258789
1993-02-01 06:00:00,0,51.0,18.0,0001,0.0047683716
1993-03-01 06:00:00,0,51.0,18.0,0001,0.012397766
1993-04-01 06:00:00,0,51.0,18.0,0001,0.00667572
1993-05-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1993-06-01 06:00:00,0,51.0,18.0,0001,0.008583069
1993-07-01 06:00:00,0,51.0,18.0,0001,0.011444092
1993-08-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1993-09-01 06:00:00,0,51.0,18.0,0001,0.0104904175
1993-10-01 06:00:00,0,51.0,18.0,0001,0.005722046
1993-11-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1993-12-01 06:00:00,0,51.0,18.0,0001,0.022888184
1994-01-01 06:00:00,0,51.0,18.0,0001,0.019073486
1994-02-01 06:00:00,0,51.0,18.0,0001,0.002861023
1994-03-01 06:00:00,0,51.0,18.0,0001,0.022888184
1994-04-01 06:00:00,0,51.0,18.0,0001,0.02002716
1994-05-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1994-06-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1994-07-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1994-08-01 06:00:00,0,51.0,18.0,0001,0.009536743
1994-09-01 06:00:00,0,51.0,18.0,0001,0.008583069
1994-10-01 06:00:00,0,51.0,18.0,0001,0.00667572
1994-11-01 06:00:00,0,51.0,18.0,0001,0.009536743
1994-12-01 06:00:00,0,51.0,18.0,0001,0.014305115
1995-01-01 06:00:00,0,51.0,18.0,0001,0.011444092
1995-02-01 06:00:00,0,51.0,18.0,0001,0.01335144
1995-03-01 06:00:00,0,51.0,18.0,0001,0.005722046
1995-04-01 06:00:00,0,51.0,18.0,0001,0.011444092
1995-05-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1995-06-01 06:00:00,0,51.0,18.0,0001,0.011444092
1995-07-01 06:00:00,0,51.0,18.0,0001,0.005722046
1995-08-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1995-09-01 06:00:00,0,51.0,18.0,0001,0.014305115
1995-10-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1995-11-01 06:00:00,0,51.0,18.0,0001,0.005722046
1995-12-01 06:00:00,0,51.0,18.0,0001,0.005722046
1996-01-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1996-02-01 06:00:00,0,51.0,18.0,0001,0.009536743
1996-03-01 06:00:00,0,51.0,18.0,0001,0.005722046
1996-04-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1996-05-01 06:00:00,0,51.0,18.0,0001,0.020980835
1996-06-01 06:00:00,0,51.0,18.0,0001,0.009536743
1996-07-01 06:00:00,0,51.0,18.0,0001,0.02002716
1996-08-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1996-09-01 06:00:00,0,51.0,18.0,0001,0.01335144
1996-10-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1996-11-01 06:00:00,0,51.0,18.0,0001,0.00667572
1996-12-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1997-01-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1997-02-01 06:00:00,0,51.0,18.0,0001,0.009536743
1997-03-01 06:00:00,0,51.0,18.0,0001,0.0047683716
1997-04-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1997-05-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1997-06-01 06:00:00,0,51.0,18.0,0001,0.009536743
1997-07-01 06:00:00,0,51.0,18.0,0001,0.078201294
1997-08-01 06:00:00,0,51.0,18.0,0001,0.015258789
1997-09-01 06:00:00,0,51.0,18.0,0001,0.009536743
1997-10-01 06:00:00,0,51.0,18.0,0001,0.01335144
1997-11-01 06:00:00,0,51.0,18.0,0001,0.017166138
1997-12-01 06:00:00,0,51.0,18.0,0001,0.011444092
1998-01-01 06:00:00,0,51.0,18.0,0001,0.015258789
1998-02-01 06:00:00,0,51.0,18.0,0001,0.011444092
1998-03-01 06:00:00,0,51.0,18.0,0001,0.011444092
1998-04-01 06:00:00,0,51.0,18.0,0001,0.009536743
1998-05-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1998-06-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1998-07-01 06:00:00,0,51.0,18.0,0001,0.011444092
1998-08-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1998-09-01 06:00:00,0,51.0,18.0,0001,0.019073486
1998-10-01 06:00:00,0,51.0,18.0,0001,0.029563904
1998-11-01 06:00:00,0,51.0,18.0,0001,0.0104904175
1998-12-01 06:00:00,0,51.0,18.0,0001,0.014305115
1999-01-01 06:00:00,0,51.0,18.0,0001,0.005722046
1999-02-01 06:00:00,0,51.0,18.0,0001,0.02193451
1999-03-01 06:00:00,0,51.0,18.0,0001,0.017166138
1999-04-01 06:00:00,0,51.0,18.0,0001,0.015258789
1999-05-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1999-06-01 06:00:00,0,51.0,18.0,0001,0.020980835
1999-07-01 06:00:00,0,51.0,18.0,0001,0.011444092
1999-08-01 06:00:00,0,51.0,18.0,0001,0.0019073486
1999-09-01 06:00:00,0,51.0,18.0,0001,0.0038146973
1999-10-01 06:00:00,0,51.0,18.0,0001,0.005722046
1999-11-01 06:00:00,0,51.0,18.0,0001,0.0076293945
1999-12-01 06:00:00,0,51.0,18.0,0001,0.005722046
2000-01-01 06:00:00,0,51.0,18.0,0001,0.014305115
2000-02-01 06:00:00,0,51.0,18.0,0001,0.014305115
2000-03-01 06:00:00,0,51.0,18.0,0001,0.02670288
2000-04-01 06:00:00,0,51.0,18.0,0001,0.0076293945
2000-05-01 06:00:00,0,51.0,18.0,0001,0.011444092
2000-06-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2000-07-01 06:00:00,0,51.0,18.0,0001,0.038146973
2000-08-01 06:00:00,0,51.0,18.0,0001,0.01335144
2000-09-01 06:00:00,0,51.0,18.0,0001,0.005722046
2000-10-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2000-11-01 06:00:00,0,51.0,18.0,0001,0.0104904175
2000-12-01 06:00:00,0,51.0,18.0,0001,0.009536743
2001-01-01 06:00:00,0,51.0,18.0,0001,0.01335144
2001-02-01 06:00:00,0,51.0,18.0,0001,0.0076293945
2001-03-01 06:00:00,0,51.0,18.0,0001,0.01335144
2001-04-01 06:00:00,0,51.0,18.0,0001,0.011444092
2001-05-01 06:00:00,0,51.0,18.0,0001,0.0076293945
2001-06-01 06:00:00,0,51.0,18.0,0001,0.01335144
2001-07-01 06:00:00,0,51.0,18.0,0001,0.032424927
2001-08-01 06:00:00,0,51.0,18.0,0001,0.01335144
2001-09-01 06:00:00,0,51.0,18.0,0001,0.022888184
2001-10-01 06:00:00,0,51.0,18.0,0001,0.005722046
2001-11-01 06:00:00,0,51.0,18.0,0001,0.009536743
2001-12-01 06:00:00,0,51.0,18.0,0001,0.005722046
2002-01-01 06:00:00,0,51.0,18.0,0001,0.02002716
2002-02-01 06:00:00,0,51.0,18.0,0001,0.020980835
2002-03-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2002-04-01 06:00:00,0,51.0,18.0,0001,0.005722046
2002-05-01 06:00:00,0,51.0,18.0,0001,0.005722046
2002-06-01 06:00:00,0,51.0,18.0,0001,0.005722046
2002-07-01 06:00:00,0,51.0,18.0,0001,0.011444092
2002-08-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2002-09-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2002-10-01 06:00:00,0,51.0,18.0,0001,0.011444092
2002-11-01 06:00:00,0,51.0,18.0,0001,0.009536743
2002-12-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2003-01-01 06:00:00,0,51.0,18.0,0001,0.011444092
2003-02-01 06:00:00,0,51.0,18.0,0001,0.0
2003-03-01 06:00:00,0,51.0,18.0,0001,0.005722046
2003-04-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2003-05-01 06:00:00,0,51.0,18.0,0001,0.005722046
2003-06-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2003-07-01 06:00:00,0,51.0,18.0,0001,0.0076293945
2003-08-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2003-09-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2003-10-01 06:00:00,0,51.0,18.0,0001,0.00667572
2003-11-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2003-12-01 06:00:00,0,51.0,18.0,0001,0.0104904175
2004-01-01 06:00:00,0,51.0,18.0,0001,0.009536743
2004-02-01 06:00:00,0,51.0,18.0,0001,0.014305115
2004-03-01 06:00:00,0,51.0,18.0,0001,0.016212463
2004-04-01 06:00:00,0,51.0,18.0,0001,0.008583069
2004-05-01 06:00:00,0,51.0,18.0,0001,0.00667572
2004-06-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2004-07-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2004-08-01 06:00:00,0,51.0,18.0,0001,0.0038146973
2004-09-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2004-10-01 06:00:00,0,51.0,18.0,0001,0.005722046
2004-11-01 06:00:00,0,51.0,18.0,0001,0.01335144
2004-12-01 06:00:00,0,51.0,18.0,0001,0.0076293945
2005-01-01 06:00:00,0,51.0,18.0,0001,0.012397766
2005-02-01 06:00:00,0,51.0,18.0,0001,0.009536743
2005-03-01 06:00:00,0,51.0,18.0,0001,0.017166138
2005-04-01 06:00:00,0,51.0,18.0,0001,0.005722046
2005-05-01 06:00:00,0,51.0,18.0,0001,0.0076293945
2005-06-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2005-07-01 06:00:00,0,51.0,18.0,0001,0.005722046
2005-08-01 06:00:00,0,51.0,18.0,0001,0.005722046
2005-09-01 06:00:00,0,51.0,18.0,0001,0.0019073486
2005-10-01 06:00:00,0,51.0,18.0,0001,0.0
2005-11-01 06:00:00,0,51.0,18.0,0001,0.0
