time,realization,lat,lon,experimentVersionNumber,t2m
2020-07-01,0,49.75,12.75,0001,290.5149
2020-08-01,0,49.75,12.75,0001,291.82336
2020-09-01,0,49.75,12.75,0001,287.1704
2020-10-01,0,49.75,12.75,0001,281.58508
2020-11-01,0,49.75,12.75,0001,276.3949
2020-12-01,0,49.75,12.75,0001,273.98853
2021-01-01,0,49.75,12.75,0001,271.65747
2021-02-01,0,49.75,12.75,0001,272.36145
2021-03-01,0,49.75,12.75,0001,276.4441
2021-04-01,0,49.75,12.75,0001,278.09558
2021-05-01,0,49.75,12.75,0001,282.8031
2021-06-01,0,49.75,12.75,0001,291.4923
2021-07-01,0,49.75,12.75,0001,290.57275
2021-08-01,0,49.75,12.75,0001,288.45813
2021-09-01,0,49.75,12.75,0001,287.31714
2021-10-01,0,49.75,12.75,0001,280.31885
2021-11-01,0,49.75,12.75,0001,275.9402
2021-12-01,0,49.75,12.75,0001,273.8639
